car_ID,symboling,CarName,doornumber,carbody,drivewheel,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,brand,fueltype_gas,aspiration_std,enginelocation_front,fuelsystem_injection
169,2,toyota corolla,2,4,0,98.4,176.2,65.6,52.0,2536,1,4,146,3.62,3.5,9.3,116,4800,24,30,9639.0,toyota,1,1,1,1
170,2,toyota starlet,2,1,0,98.4,176.2,65.6,52.0,2551,1,4,146,3.62,3.5,9.3,116,4800,24,30,9989.0,toyota,1,1,1,1
171,2,toyota tercel,2,4,0,98.4,176.2,65.6,52.0,2679,1,4,146,3.62,3.5,9.3,116,4800,24,30,11199.0,toyota,1,1,1,1
172,2,toyota corolla,2,1,0,98.4,176.2,65.6,52.0,2714,1,4,146,3.62,3.5,9.3,116,4800,24,30,11549.0,toyota,1,1,1,1
173,2,toyota cressida,2,0,0,98.4,176.2,65.6,53.0,2975,1,4,146,3.62,3.5,9.3,116,4800,24,30,17669.0,toyota,1,1,1,1
174,-1,toyota corolla,4,2,1,102.4,175.6,66.5,54.9,2326,1,4,122,3.31,3.54,8.7,92,4200,29,34,8948.0,toyota,1,1,1,1
175,-1,toyota celica gt,4,2,1,102.4,175.6,66.5,54.9,2480,1,4,110,3.27,3.35,22.5,73,4500,30,33,10698.0,toyota,0,0,1,1
176,-1,toyota corona,4,1,1,102.4,175.6,66.5,53.9,2414,1,4,122,3.31,3.54,8.7,92,4200,27,32,9988.0,toyota,1,1,1,1
177,-1,toyota corolla,4,2,1,102.4,175.6,66.5,54.9,2414,1,4,122,3.31,3.54,8.7,92,4200,27,32,10898.0,toyota,1,1,1,1
178,-1,toyota mark ii,4,1,1,102.4,175.6,66.5,53.9,2458,1,4,122,3.31,3.54,8.7,92,4200,27,32,11248.0,toyota,1,1,1,1
179,3,toyota corolla liftback,2,1,0,102.9,183.5,67.7,52.0,2976,0,6,171,3.27,3.35,9.3,161,5200,20,24,16558.0,toyota,1,1,1,1
180,3,toyota corona,2,1,0,102.9,183.5,67.7,52.0,3016,0,6,171,3.27,3.35,9.3,161,5200,19,24,15998.0,toyota,1,1,1,1
181,-1,toyota starlet,4,2,0,104.5,187.8,66.5,54.1,3131,0,6,171,3.27,3.35,9.2,156,5200,20,24,15690.0,toyota,1,1,1,1
182,-1,toyouta tercel,4,3,0,104.5,187.8,66.5,54.1,3151,0,6,161,3.27,3.35,9.2,156,5200,19,24,15750.0,toyota,1,1,1,1
183,2,vokswagen rabbit,2,2,1,97.3,171.7,65.5,55.7,2261,1,4,97,3.01,3.4,23.0,52,4800,37,46,7775.0,volkswagen,0,1,1,1
184,2,volkswagen 1131 deluxe sedan,2,2,1,97.3,171.7,65.5,55.7,2209,1,4,109,3.19,3.4,9.0,85,5250,27,34,7975.0,volkswagen,1,1,1,1
185,2,volkswagen model 111,4,2,1,97.3,171.7,65.5,55.7,2264,1,4,97,3.01,3.4,23.0,52,4800,37,46,7995.0,volkswagen,0,1,1,1
186,2,volkswagen type 3,4,2,1,97.3,171.7,65.5,55.7,2212,1,4,109,3.19,3.4,9.0,85,5250,27,34,8195.0,volkswagen,1,1,1,1
187,2,volkswagen 411 (sw),4,2,1,97.3,171.7,65.5,55.7,2275,1,4,109,3.19,3.4,9.0,85,5250,27,34,8495.0,volkswagen,1,1,1,1
188,2,volkswagen super beetle,4,2,1,97.3,171.7,65.5,55.7,2319,1,4,97,3.01,3.4,23.0,68,4500,37,42,9495.0,volkswagen,0,0,1,1
189,2,volkswagen dasher,4,2,1,97.3,171.7,65.5,55.7,2300,1,4,109,3.19,3.4,10.0,100,5500,26,32,9995.0,volkswagen,1,1,1,1
190,3,vw dasher,2,0,1,94.5,159.3,64.2,55.6,2254,1,4,109,3.19,3.4,8.5,90,5500,24,29,11595.0,volkswagen,1,1,1,1
191,3,vw rabbit,2,1,1,94.5,165.7,64.0,51.4,2221,1,4,109,3.19,3.4,8.5,90,5500,24,29,9980.0,volkswagen,1,1,1,1
192,0,volkswagen rabbit,4,2,1,100.4,180.2,66.9,55.1,2661,1,5,136,3.19,3.4,8.5,110,5500,19,24,13295.0,volkswagen,1,1,1,1
193,0,volkswagen rabbit custom,4,2,1,100.4,180.2,66.9,55.1,2579,1,4,97,3.01,3.4,23.0,68,4500,33,38,13845.0,volkswagen,0,0,1,1
194,0,volkswagen dasher,4,3,1,100.4,183.1,66.9,55.1,2563,1,4,109,3.19,3.4,9.0,88,5500,25,31,12290.0,volkswagen,1,1,1,1
195,-2,volvo 145e (sw),4,2,0,104.3,188.8,67.2,56.2,2912,1,4,141,3.78,3.15,9.5,114,5400,23,28,12940.0,volvo,1,1,1,1
196,-1,volvo 144ea,4,3,0,104.3,188.8,67.2,57.5,3034,1,4,141,3.78,3.15,9.5,114,5400,23,28,13415.0,volvo,1,1,1,1
197,-2,volvo 244dl,4,2,0,104.3,188.8,67.2,56.2,2935,1,4,141,3.78,3.15,9.5,114,5400,24,28,15985.0,volvo,1,1,1,1
198,-1,volvo 245,4,3,0,104.3,188.8,67.2,57.5,3042,1,4,141,3.78,3.15,9.5,114,5400,24,28,16515.0,volvo,1,1,1,1
199,-2,volvo 264gl,4,2,0,104.3,188.8,67.2,56.2,3045,1,4,130,3.62,3.15,7.5,162,5100,17,22,18420.0,volvo,1,0,1,1
200,-1,volvo diesel,4,3,0,104.3,188.8,67.2,57.5,3157,1,4,130,3.62,3.15,7.5,162,5100,17,22,18950.0,volvo,1,0,1,1
201,-1,volvo 145e (sw),4,2,0,109.1,188.8,68.9,55.5,2952,1,4,141,3.78,3.15,9.5,114,5400,23,28,16845.0,volvo,1,1,1,1
202,-1,volvo 144ea,4,2,0,109.1,188.8,68.8,55.5,3049,1,4,141,3.78,3.15,8.7,160,5300,19,25,19045.0,volvo,1,0,1,1
203,-1,volvo 244dl,4,2,0,109.1,188.8,68.9,55.5,3012,1,6,173,3.58,2.87,8.8,134,5500,18,23,21485.0,volvo,1,1,1,1
204,-1,volvo 246,4,2,0,109.1,188.8,68.9,55.5,3217,1,6,145,3.01,3.4,23.0,106,4800,26,27,22470.0,volvo,0,0,1,1
205,-1,volvo 264gl,4,2,0,109.1,188.8,68.9,55.5,3062,1,4,141,3.78,3.15,9.5,114,5400,19,25,22625.0,volvo,1,0,1,1
